intervention,score,model_state,allocation,requested_ratio,requested_count,eligible_count,eligible_tensor_count,pruned_count,actual_ratio,seed,accuracy,nll,ece,examples,baseline_accuracy,baseline_nll,baseline_ece,accuracy_drop,nll_change,ece_change,provenance_id
pretrain_high,u_positive,unfinetuned,global,0.001,123568,123568128,49,123568,0.000999998964134182,2027,0.5091743119266054,0.9900080014806275,0.3238437873119281,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,-0.018348623853210955,-0.12303077244977334,-0.05054763736069995,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
pretrain_high,u_positive,finetuned,global,0.001,123568,123568128,49,123568,0.000999998964134182,2027,0.5584862385321101,1.8323612147514974,0.3839293258325391,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.27064220183486243,1.328532207176226,0.28054922748900574,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
finetune_high,u_positive,finetuned,global,0.001,123568,123568128,49,123568,0.000999998964134182,2027,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.33830275229357804,0.18931817488932823,-0.09420578122202761,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
topk_intersection,u_positive,finetuned,global,0.001,123568,123568128,49,1901,1.5384225938908777e-05,2027,0.5584862385321101,1.836805979046253,0.3846142478861143,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.27064220183486243,1.3329769714709816,0.28123414954258097,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
pretrain_only,u_positive,finetuned,global,0.001,123568,123568128,49,121667,0.0009846147381952731,2027,0.8314220183486238,0.5072242937503605,0.10625165938685721,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,-0.002293577981651307,0.0033952861750891072,0.002871561043323867,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
pretrain_high,u_positive,unfinetuned,global,0.005,617840,123568128,49,617840,0.0049999948206709095,2027,0.5091743119266054,1.4344321697130116,0.4344420813159455,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,-0.018348623853210955,0.3213933957826107,0.06005065664331749,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
pretrain_high,u_positive,finetuned,global,0.005,617840,123568128,49,617840,0.0049999948206709095,2027,0.5114678899082569,2.047263557757806,0.46568586212286167,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.31766055045871566,1.5434345501825348,0.3623057637793283,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
finetune_high,u_positive,finetuned,global,0.005,617840,123568128,49,617840,0.0049999948206709095,2027,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.33830275229357804,0.18931817488932823,-0.09420578122202761,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
topk_intersection,u_positive,finetuned,global,0.005,617840,123568128,49,64085,0.0005186207886875166,2027,0.5091743119266054,2.1183874672705976,0.47256385041488314,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.3199541284403671,1.6145584596953262,0.3691837520713498,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
pretrain_only,u_positive,finetuned,global,0.005,617840,123568128,49,553755,0.004481374031983393,2027,0.8302752293577982,0.5328171920338902,0.10718666182959258,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,-0.0011467889908256534,0.028988184458618838,0.0038065634860592334,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
pretrain_high,u_positive,unfinetuned,global,0.01,1235681,123568128,49,1235681,0.009999997734043522,2027,0.5091743119266054,0.7313437368891654,0.14439341714839482,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,-0.018348623853210955,-0.3816950370412354,-0.22999800752423322,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
pretrain_high,u_positive,finetuned,global,0.01,1235681,123568128,49,1235681,0.009999997734043522,2027,0.5091743119266054,1.8049565498982,0.4659648934384625,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.3199541284403671,1.3011275423229287,0.36258479509492914,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
finetune_high,u_positive,finetuned,global,0.01,1235681,123568128,49,1235681,0.009999997734043522,2027,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.33830275229357804,0.18931817488932823,-0.09420578122202761,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
topk_intersection,u_positive,finetuned,global,0.01,1235681,123568128,49,175719,0.0014220414506886435,2027,0.5091743119266054,1.8749638227147793,0.47120527212362784,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.3199541284403671,1.371134815139508,0.3678251737800945,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
pretrain_only,u_positive,finetuned,global,0.01,1235681,123568128,49,1059962,0.008577956283354879,2027,0.8314220183486238,0.5445429357366824,0.1053600649721278,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,-0.002293577981651307,0.04071392816141106,0.001979966628594454,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
pretrain_high,u_positive,unfinetuned,global,0.05,6178406,123568128,49,6178406,0.049999996762919316,2027,0.5229357798165137,0.6915167832593305,0.01017296314239502,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,-0.03211009174311924,-0.4215219906710703,-0.364218461530233,2d677a067a1c2d45b34ec6a3a6fc01d3eee44ddac0c2613ef63428e472f08d7d
