method,score_source,direction,allocation,ratio,mask_index,seed,eligible_count,eligible_tensor_count,pruned_count,actual_ratio,accuracy,nll,ece,examples,baseline_accuracy,baseline_nll,baseline_ece,accuracy_drop,accuracy_change,nll_change,ece_change,base_restored,evaluation_reused,provenance_id
u_positive_high,u_positive,high,global,0.0,0,2027,123568128,49,0,0.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.0,0.0,0.0,0.0,True,True,4997d17d4da0241d72813bb66b188ee4b7ca1168c0f01381ff2523fa6916479d
u_positive_high,u_positive,high,global,0.001,0,2027,123568128,49,123568,0.000999998964134182,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.33830275229357804,-0.33830275229357804,0.18931817488932823,-0.09420578122202761,True,False,4997d17d4da0241d72813bb66b188ee4b7ca1168c0f01381ff2523fa6916479d
u_positive_high,u_positive,high,global,0.005,0,2027,123568128,49,617840,0.0049999948206709095,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.33830275229357804,-0.33830275229357804,0.18931817488932823,-0.09420578122202761,True,False,4997d17d4da0241d72813bb66b188ee4b7ca1168c0f01381ff2523fa6916479d
u_positive_high,u_positive,high,global,0.01,0,2027,123568128,49,1235681,0.009999997734043522,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.33830275229357804,-0.33830275229357804,0.18931817488932823,-0.09420578122202761,True,False,4997d17d4da0241d72813bb66b188ee4b7ca1168c0f01381ff2523fa6916479d
u_positive_high,u_positive,high,global,0.02,0,2027,123568128,49,2471362,0.019999995468087044,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.33830275229357804,-0.33830275229357804,0.18931817488932823,-0.09420578122202761,True,False,4997d17d4da0241d72813bb66b188ee4b7ca1168c0f01381ff2523fa6916479d
u_positive_high,u_positive,high,global,0.05,0,2027,123568128,49,6178406,0.049999996762919316,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.33830275229357804,-0.33830275229357804,0.18931817488932823,-0.09420578122202761,True,False,4997d17d4da0241d72813bb66b188ee4b7ca1168c0f01381ff2523fa6916479d
u_positive_high,u_positive,high,global,0.1,0,2027,123568128,49,12356812,0.09999999352583863,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.33830275229357804,-0.33830275229357804,0.18931817488932823,-0.09420578122202761,True,False,4997d17d4da0241d72813bb66b188ee4b7ca1168c0f01381ff2523fa6916479d
u_positive_high,u_positive,high,global,0.2,0,2027,123568128,49,24713625,0.19999999514437897,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.33830275229357804,-0.33830275229357804,0.18931817488932823,-0.09420578122202761,True,False,4997d17d4da0241d72813bb66b188ee4b7ca1168c0f01381ff2523fa6916479d
u_positive_high,u_positive,high,global,0.3,0,2027,123568128,49,37070438,0.29999999676291933,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.33830275229357804,-0.33830275229357804,0.18931817488932823,-0.09420578122202761,True,False,4997d17d4da0241d72813bb66b188ee4b7ca1168c0f01381ff2523fa6916479d
u_positive_high,u_positive,high,layer_balanced,0.0,0,2027,123568128,49,0,0.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,872.0,0.8291284403669725,0.5038290075752714,0.10338009834353334,0.0,0.0,0.0,0.0,True,True,4997d17d4da0241d72813bb66b188ee4b7ca1168c0f01381ff2523fa6916479d
